EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
5705336,DALLAS CO.,RICHARDSON,6/8/1999,1945,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2409538,C,113,FWD,0,0,GENERAL PUBLIC, ,NA,NA,NA, ,NA, ,RICHARDSON,NA,NA,NA,NA,42
5705571,DALLAS CO.,RICHARDSON,6/10/1999,1800,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2409538,C,113,FWD,0,0,NEWSPAPER, ,NA,NA,NA, ,NA, ,RICHARDSON,NA,NA,NA,NA,43
5705341,DALLAS CO.,RICHARDSON,6/12/1999,1410,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2409538,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,RICHARDSON,NA,NA,NA,NA,44
5709502,DALLAS CO.,GRAND PRAIRIE,7/10/1999,1208,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2410366,C,113,FWD,0,0,NEWSPAPER, ,NA,NA,NA, ,NA, ,GRAND PRAIRIE,NA,NA,NA,NA,46
5709501,DALLAS CO.,DALLAS,7/10/1999,1230,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2410366,C,113,FWD,0,0,AMATEUR RADIO, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,47
5720185,DALLAS CO.,DALLAS,12/11/1999,2150,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2414037,C,113,FWD,0,0,GOVT OFFICIAL, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,48
5720187,DALLAS CO.,DALLAS,12/12/1999,25,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,2414037,C,113,FWD,0,0,GOVT OFFICIAL, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,49
5137414,DALLAS CO.,DALLAS,3/28/2000,2030,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1092890,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,52
5146333,DALLAS CO.,GRAND PRAIRIE,5/3/2000,1730,Flash Flood,NA,NA,0,0,15000,0,TX,CST,NA,1094937,C,113,FWD,0,0,NEWSPAPER, ,NA,NA,NA, ,NA, ,GRAND PRAIRIE,NA,NA,NA,NA,56
5149401,DALLAS CO.,LANCASTER,6/4/2000,1030,Flash Flood,NA,NA,0,0,25000,0,TX,CST,NA,1096865,C,113,FWD,0,0,NEWSPAPER, ,NA,NA,NA, ,NA, ,LANCASTER,NA,NA,NA,NA,64
5149144,DALLAS CO.,DE SOTO,6/4/2000,1036,Flash Flood,NA,NA,0,0,25000,0,TX,CST,NA,1096865,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DE SOTO,NA,NA,NA,NA,65
5149411,DALLAS CO.,DALLAS,6/11/2000,1147,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1096866,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,67
5149412,DALLAS CO.,GARLAND,6/11/2000,1215,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1096866,C,113,FWD,0,0,NEWSPAPER, ,NA,NA,NA, ,NA, ,GARLAND,NA,NA,NA,NA,68
5149413,DALLAS CO.,SACHSE,6/11/2000,1330,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1096866,C,113,FWD,0,0,GENERAL PUBLIC, ,NA,NA,NA, ,NA, ,SACHSE,NA,NA,NA,NA,70
5149507,DALLAS CO.,DALLAS,6/14/2000,2200,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1096867,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,74
5148686,DALLAS CO.,DALLAS,6/21/2000,2026,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1096869,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,77
5232290,DALLAS CO.,DALLAS,2/16/2001,125,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1111295,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,82
5232291,DALLAS CO.,DALLAS,2/16/2001,349,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1111295,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,84
5232641,DALLAS CO.,DALLAS,2/27/2001,1720,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1111297,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,88
5234240,DALLAS CO.,MESQUITE,3/11/2001,1600,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1111853,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,MESQUITE,NA,NA,NA,NA,89
5234239,DALLAS CO.,DALLAS,3/12/2001,45,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1111853,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,91
5245881,DALLAS CO.,DALLAS,5/6/2001,125,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1114879,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,93
5252595,DALLAS CO.,DALLAS,6/30/2001,755,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1116898,C,113,FWD,0,0,AMATEUR RADIO, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,95
5252596,DALLAS CO.,MESQUITE,6/30/2001,758,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1116898,C,113,FWD,0,0,AMATEUR RADIO, ,NA,NA,NA, ,NA, ,MESQUITE,NA,NA,NA,NA,96
5260850,DALLAS CO.,GRAND PRAIRIE,7/1/2001,745,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1119969,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,GRAND PRAIRIE,NA,NA,NA,NA,101
5265372,DALLAS CO.,DUNCANVILLE,8/31/2001,1335,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1121937,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DUNCANVILLE,NA,NA,NA,NA,106
5265373,DALLAS CO.,CEDAR HILL,8/31/2001,1335,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1121937,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,CEDAR HILL,NA,NA,NA,NA,107
5274853,DALLAS CO.,DALLAS,12/16/2001,930,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1125327,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,110
5284910,DALLAS CO.,DALLAS,3/19/2002,2000,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1132357,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,116
5284554,DALLAS CO.,MESQUITE,3/30/2002,335,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1132356,C,113,FWD,0,0,TRAINED SPOTTER, ,NA,NA,NA, ,NA, ,MESQUITE,NA,NA,NA,NA,118
5284555,DALLAS CO.,DALLAS,3/30/2002,335,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1132356,C,113,FWD,0,0,TRAINED SPOTTER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,119
5284556,DALLAS CO.,MESQUITE,3/30/2002,407,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1132356,C,113,FWD,0,0,TRAINED SPOTTER, ,NA,NA,NA, ,NA, ,MESQUITE,NA,NA,NA,NA,120
5288860,DALLAS CO.,GARLAND,4/7/2002,2030,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1133170,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,GARLAND,NA,NA,NA,NA,123
5318787,DALLAS CO.,GARLAND,10/18/2002,1715,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1144487,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,GARLAND,NA,NA,NA,NA,127
5318789,DALLAS CO.,DALLAS,10/18/2002,2015,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1144487,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,128
5326990,DALLAS CO.,DALLAS,12/30/2002,1522,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1146033,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,131
5354744,DALLAS CO.,DALLAS,5/25/2003,40,Flash Flood,NA,NA,0,0,25000,0,TX,CST,NA,1151183,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,132
5336960,DALLAS CO.,DALLAS,9/18/2003,1554,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1163009,C,113,FWD,0,0,BROADCAST MEDIA, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,135
5410648,DALLAS CO.,DALLAS,6/9/2004,1630,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1174874,C,113,FWD,0,0,EMERGENCY MANAGER, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,145
5410857,DALLAS CO.,LANCASTER,6/28/2004,915,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1174881,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,LANCASTER,NA,NA,NA,NA,148
5412160,DALLAS CO.,DALLAS,7/28/2004,2200,Flash Flood,NA,NA,0,0,3000000,0,TX,CST,NA,1175741,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,NA,NA,NA,NA,155
5412090,DALLAS CO.,LANCASTER,7/28/2004,2200,Flash Flood,NA,NA,0,0,17000000,0,TX,CST,NA,1175741,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,LANCASTER,NA,NA,NA,NA,156
5433882,DALLAS CO.,GARLAND,1/3/2005,1830,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1183591,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,GARLAND,32.92,-96.63,32.92,-96.63,162
5433889,DALLAS CO.,MESQUITE,1/12/2005,1630,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1183592,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,MESQUITE,32.77,-96.6,32.77,-96.6,163
5433893,DALLAS CO.,HUTCHINS,1/12/2005,1700,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1183592,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,HUTCHINS,32.65,-96.72,32.65,-96.72,164
5466185,DALLAS CO.,RICHARDSON,7/15/2005,1715,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1195592,C,113,FWD,0,0,BROADCAST MEDIA, ,NA,NA,NA, ,NA, ,RICHARDSON,32.95,-96.72,32.95,-96.72,166
5471216,DALLAS CO.,DALLAS,8/8/2005,1437,Flash Flood,NA,NA,0,0,0,0,TX,CST,NA,1198039,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,DALLAS,32.77,-96.78,32.77,-96.78,167
5498944,DALLAS CO.,COUNTYWIDE,3/19/2006,1300,Flash Flood,NA,NA,1,0,300000,0,TX,CST,NA,1206529,C,113,FWD,0,0,LAW ENFORCEMENT, ,NA,NA,NA, ,NA, ,COUNTYWIDE,NA,NA,NA,NA,171
1462,DALLAS CO.,IRVING,10/16/2006,345,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,359,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,0,N,0,N,IRVING,32.82,-96.92,32.82,-96.92,177
13825,DALLAS CO.,GRAND PRAIRIE,3/13/2007,1638,Flash Flood,NA,NA,0,1,10000,0,TX,CST-6,NA,2298,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,0,N,0,N,GRAND PRAIRIE,32.75,-96.98,32.75,-96.98,183
17276,DALLAS CO.,DESOTO,3/30/2007,2130,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,2777,C,113,FWD,0,0,Trained Spotter,Heavy Rain,NA,NA,0,N,0,N,DESOTO,32.58,-96.85,32.58,-96.85,186
30122,DALLAS CO.,ADDISON,4/3/2007,1904,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,4320,C,113,FWD,0,0,Trained Spotter,Heavy Rain,NA,NA,0,N,0,N,ADDISON,32.95,-96.82,32.95,-96.82,188
32622,DALLAS CO.,EAST DALLAS,5/24/2007,1530,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,5573,C,113,FWD,0,0,Trained Spotter,Heavy Rain,NA,NA,0,N,0,N,EAST DALLAS,32.77,-96.75,32.77,-96.75,197
37441,DALLAS CO.,DALLAS LOVE FLD,5/30/2007,946,Flash Flood,NA,NA,0,0,3000,0,TX,CST-6,NA,5658,C,113,FWD,0,0,Broadcast Media,Heavy Rain,NA,NA,3,NW,3,NW,DALLAS LOVE FLD,32.8807,-96.8865,32.8807,-96.8865,202
36136,DALLAS CO.,DUNCANVILLE,6/13/2007,1430,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,6183,C,113,FWD,0,0,Emergency Manager,Heavy Rain,NA,NA,0,N,0,N,DALLAS,32.65,-96.9,32.77,-96.78,203
37838,DALLAS CO.,GARLAND,6/26/2007,1525,Flash Flood,NA,NA,1,0,0,0,TX,CST-6,NA,6403,C,113,FWD,0,0,Public,Heavy Rain,NA,NA,0,N,0,N,GARLAND,32.92,-96.63,32.92,-96.63,208
44246,DALLAS CO.,DUNCANVILLE,6/26/2007,1730,Flash Flood,NA,NA,0,0,1000,0,TX,CST-6,NA,6403,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,0,N,0,N,DUNCANVILLE,32.65,-96.9,32.65,-96.9,210
38091,DALLAS CO.,GARLAND,6/27/2007,1740,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,6508,C,113,FWD,0,0,Amateur Radio,Heavy Rain,NA,NA,0,N,0,N,GARLAND,32.92,-96.63,32.92,-96.63,212
42417,DALLAS CO.,DALLAS,7/2/2007,1330,Flood,NA,NA,0,0,0,0,TX,CST-6,NA,7137,C,113,FWD,0,0,Trained Spotter,Heavy Rain,NA,NA,1,NW,0,N,GRAND PRAIRIE,32.7802,-96.7922,32.75,-96.98,218
42425,DALLAS CO.,DALLAS,7/3/2007,842,Flash Flood,NA,NA,0,0,10000,0,TX,CST-6,NA,7137,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,0,N,0,N,DALLAS,32.77,-96.78,32.77,-96.78,221
48219,DALLAS CO.,RICHARDSON,8/1/2007,1700,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,8436,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,0,N,0,N,SEAGOVILLE,32.95,-96.72,32.63,-96.53,226
53661,DALLAS CO.,LANCASTER,9/5/2007,600,Flash Flood,NA,NA,0,0,25000,0,TX,CST-6,NA,9509,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,0,N,2,S,DESOTO,32.6,-96.75,32.5511,-96.85,227
53489,DALLAS CO.,BALCH SPGS,9/5/2007,900,Flood,NA,NA,0,0,0,0,TX,CST-6,NA,9509,C,113,FWD,0,0,Trained Spotter,Heavy Rain,NA,NA,4,E,4,E,BALCH SPGS,32.72,-96.5613,32.72,-96.5613,228
53671,DALLAS CO.,GARLAND,9/9/2007,1330,Flash Flood,NA,NA,0,0,25000,0,TX,CST-6,NA,9552,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,0,N,0,N,GARLAND,32.92,-96.63,32.92,-96.63,229
53676,DALLAS CO.,IRVING,9/10/2007,810,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,9552,C,113,FWD,0,0,Emergency Manager,Heavy Rain,NA,NA,0,NNE,0,N,GARLAND,32.82,-96.92,32.92,-96.63,231
59652,DALLAS CO.,DALLAS,10/15/2007,700,Flash Flood,NA,NA,0,0,20000,0,TX,CST-6,NA,10693,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,0,N,0,N,MESQUITE,32.77,-96.78,32.77,-96.6,232
85838,DALLAS CO.,DALLAS,3/18/2008,1200,Flash Flood,NA,NA,1,0,150000,0,TX,CST-6,NA,14522,C,113,FWD,0,0,County Official,Heavy Rain,NA,NA,2,NNE,2,SSW,HIGHLAND PARK,32.79,-96.77,32.7968,-96.7868,235
85844,DALLAS CO.,GARLAND,3/18/2008,1359,Flash Flood,NA,NA,0,0,15000,0,TX,CST-6,NA,14522,C,113,FWD,0,0,Broadcast Media,Heavy Rain,NA,NA,1,SW,1,ESE,GARLAND,32.9107,-96.64,32.9142,-96.6141,236
89337,DALLAS CO.,LIGGETT,4/17/2008,2014,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,15596,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,2,NE,2,NNE,LIGGETT,32.8391,-97.0006,32.8411,-97.0051,244
89339,DALLAS CO.,HIGHLAND PARK,4/17/2008,2044,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,15596,C,113,FWD,0,0,Law Enforcement,Heavy Rain,NA,NA,3,WSW,3,NE,EAGLE FORD,32.8016,-96.8207,32.7951,-96.8256,245
133740,DALLAS CO.,WHEATLAND AREA,8/20/2008,100,Flash Flood,NA,NA,0,0,0,0,TX,CST-6,NA,22455,C,113,FWD,0,0,Emergency Manager,Heavy Rain,NA,NA,3,ENE,2,NE,HUTCHINS,32.6475,-96.782,32.666,-96.6962,248
133751,DALLAS CO.,NEW HOPE,8/20/2008,200,Flood,NA,NA,0,0,0,0,TX,CST-6,NA,22455,C,113,FWD,0,0,Broadcast Media,Heavy Rain,NA,NA,2,W,2,E,REINHARDT,32.8187,-96.6338,32.8144,-96.6407,249
171068,DALLAS CO.,DUNCANVILLE,5/2/2009,1748,Flash Flood,NA,NA,0,0,2000,0,TX,CST-6,NA,28748,C,113,FWD,0,0,Amateur Radio,Heavy Rain,NA,NA,1,NE,1,ENE,DUNCANVILLE,32.6612,-96.8841,32.6547,-96.8897,258
171085,DALLAS CO.,BALCH SPGS,5/2/2009,2020,Flash Flood,NA,NA,0,0,7000,0,TX,CST-6,NA,28748,C,113,FWD,0,0,Public,Heavy Rain,NA,NA,1,N,2,S,BALCH SPGS,32.7372,-96.6318,32.6972,-96.626,260
171096,DALLAS CO.,FARMERS BRANCH,5/2/2009,2200,Flash Flood,NA,NA,0,0,5000,0,TX,CST-6,NA,28748,C,113,FWD,0,0,Emergency Manager,Heavy Rain,NA,NA,2,WSW,1,W,GRIBBLE,32.9176,-96.9241,32.8802,-96.9317,262
171097,DALLAS CO.,ALPHA,5/2/2009,2233,Flash Flood,NA,NA,0,0,7000,0,TX,CST-6,NA,28748,C,113,FWD,0,0,Fire Department/Rescue,Heavy Rain,NA,NA,1,ESE,1,ESE,ALPHA,32.9255,-96.7817,32.9234,-96.7815,263
180196,DALLAS CO.,COPPELL,6/11/2009,500,Flash Flood,NA,NA,0,0,50000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,1,S,2,W,SHADY GROVE,32.9404,-97.0196,32.7977,-97.0271,270
180204,DALLAS CO.,(DAL)LOVE FLD DALLAS,6/11/2009,645,Flash Flood,NA,NA,0,0,750000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,2,ESE,3,W,HIGHLAND PARK,32.8375,-96.8142,32.8184,-96.8153,271
178339,DALLAS CO.,BOUCHARD,6/11/2009,709,Flash Flood,NA,NA,0,0,200000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Broadcast Media,Heavy Rain,NA,NA,1,N,0,SSW,CURTIS,32.9205,-96.7676,32.8758,-96.771,272
180194,DALLAS CO.,EAGLE FORD,6/11/2009,800,Flash Flood,NA,NA,0,0,20000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Broadcast Media,Heavy Rain,NA,NA,2,N,1,NNW,EAGLE FORD,32.7942,-96.8716,32.7779,-96.8725,273
180519,DALLAS CO.,ELAM,6/11/2009,804,Flash Flood,NA,NA,0,0,70000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,2,NNE,2,NE,ELAM,32.7227,-96.6627,32.717,-96.6607,274
178340,DALLAS CO.,HIGHLAND PARK,6/11/2009,847,Flash Flood,NA,NA,0,0,10000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Amateur Radio,Heavy Rain,NA,NA,2,S,2,S,HIGHLAND PARK,32.7984,-96.7726,32.7978,-96.7713,275
178341,DALLAS CO.,DALLAS,6/11/2009,855,Flash Flood,NA,NA,0,0,15000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Amateur Radio,Heavy Rain,NA,NA,1,NE,1,NNE,EAST DALLAS,32.7852,-96.7657,32.782,-96.7412,276
180210,DALLAS CO.,(DAL)LOVE FLD DALLAS,6/11/2009,900,Flash Flood,NA,NA,0,0,30000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Newspaper,Heavy Rain,NA,NA,2,ESE,1,SSW,MEADERS,32.8398,-96.8112,32.8648,-96.8102,277
178342,DALLAS CO.,GRIBBLE,6/11/2009,908,Flash Flood,NA,NA,0,0,15000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Amateur Radio,Heavy Rain,NA,NA,2,ESE,2,NNE,UNION BOWER,32.8634,-96.8864,32.8569,-96.886,278
178343,DALLAS CO.,SUNNYVALE,6/11/2009,930,Flash Flood,NA,NA,0,0,200000,0,TX,CST-6,NA,30242,C,113,FWD,0,0,Emergency Manager,Heavy Rain,NA,NA,1,WNW,2,SE,REINHARDT,32.7821,-96.5623,32.8011,-96.6612,279
